"","RespondentID","Algeria","Argentina","Australia","Belgium","Bosnia and Herzegovina","Brazil","Cameroon","Chile","Colombia","Costa Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Ivory Coast","Japan","Mexico","the Netherlands","Nigeria","Portugal","Russia","South Korea","Spain","Switzerland","United States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","sum_of_threes","Gender","Age","HouseholdIncome","Education","Location"
"302",3308548161,2,1,5,4,4,NA,1,3,2,5,NA,2,4,5,3,2,NA,2,1,2,NA,3,4,5,3,3,3,3,3,3,5,NA,4,NA,NA,2,3,2,NA,3,33,"Male","45-60","$25,000 - $49,999","High school degree","West South Central"
"303",3308547183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,2,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,4,NA,4,NA,5,4,4,NA,NA,NA,3,3,15,"Female","18-29","$0 - $24,999","Bachelor degree","West North Central"
"304",3308545993,3,NA,NA,NA,NA,NA,2,NA,5,4,NA,3,3,4,4,NA,5,NA,NA,5,3,5,5,3,3,3,3,3,4,3,5,3,4,2,4,3,4,3,5,2,39,"Female","30-44","$0 - $24,999","Some college or Associate degree","East North Central"
"305",3308545407,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,4,NA,NA,5,NA,1,4,3,NA,NA,NA,NA,4,4,4,NA,2,3,2,NA,NA,NA,2,4,9,"Female","30-44","$50,000 - $99,999","Bachelor degree","West South Central"
"306",3308545198,2,3,3,3,NA,3,NA,3,3,3,2,3,2,4,2,2,4,3,2,5,2,5,5,3,2,4,2,4,4,3,4,3,4,3,4,2,4,2,4,3,42,"Male","45-60","$150,000+","Bachelor degree","Pacific"
"307",3308545008,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,4,NA,3,NA,NA,4,NA,2,4,NA,NA,NA,NA,2,NA,NA,5,NA,3,2,3,NA,3,NA,3,NA,21,"Male","> 60","$50,000 - $99,999","Some college or Associate degree","East South Central"
"308",3308544507,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,4,4,5,5,NA,3,NA,NA,5,NA,4,4,NA,NA,NA,NA,4,5,NA,2,NA,4,4,4,NA,NA,NA,4,3,9,"Female","18-29","","Some college or Associate degree","Pacific"
"309",3308544290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,NA,4,NA,NA,4,NA,3,3,NA,NA,NA,NA,NA,3,NA,4,NA,4,4,4,NA,NA,NA,NA,3,15,"Male","> 60","$50,000 - $99,999","Graduate degree","South Atlantic"
"310",3308544192,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,5,5,NA,4,NA,4,5,NA,2,5,NA,NA,NA,4,4,5,NA,1,NA,5,5,5,NA,5,NA,4,3,9,"Male","45-60","$0 - $24,999","Some college or Associate degree","Middle Atlantic"
"311",3308543764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male","30-44","","Some college or Associate degree","Mountain"
"312",3308542788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,12,"Female","> 60","$50,000 - $99,999","Bachelor degree","East South Central"
"313",3308542123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,3,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,6,"Female","30-44","","High school degree","East North Central"
"314",3308542023,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,NA,4,4,4,NA,NA,NA,NA,4,NA,4,4,3,NA,NA,3,NA,4,3,4,NA,4,NA,NA,3,3,NA,NA,3,24,"Male","45-60","$50,000 - $99,999","Less than high school degree","South Atlantic"
"315",3308541456,NA,3,3,NA,NA,NA,NA,NA,NA,4,NA,NA,2,4,3,NA,3,NA,NA,5,NA,3,5,3,NA,NA,NA,3,4,NA,4,NA,4,3,3,NA,3,NA,NA,3,33,"Female","> 60","$50,000 - $99,999","Bachelor degree","Pacific"
"316",3308541348,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,4,NA,NA,5,NA,4,4,3,NA,NA,NA,NA,3,3,5,NA,4,2,2,2,NA,NA,1,5,15,"Female","18-29","$150,000+","Some college or Associate degree","East North Central"
"317",3308541329,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,3,NA,NA,5,NA,3,4,3,NA,NA,NA,NA,4,NA,3,NA,3,5,3,NA,3,NA,NA,5,30,"Female","18-29","","","Middle Atlantic"
"318",3308540932,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,6,"Male","18-29","$0 - $24,999","Less than high school degree","West South Central"
"319",3308540817,2,3,3,3,3,2,3,3,2,3,2,2,3,4,3,3,4,3,2,5,3,5,4,4,3,3,3,4,3,3,4,2,5,5,4,2,2,4,3,3,57,"Male","> 60","$25,000 - $49,999","Graduate degree","West North Central"
"320",3308539563,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,NA,3,NA,NA,4,NA,3,3,NA,NA,NA,NA,4,3,4,4,NA,3,3,5,NA,4,NA,NA,3,24,"Female","45-60","","Bachelor degree","New England"
"321",3308538991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,NA,5,NA,NA,4,NA,NA,5,4,NA,NA,NA,NA,NA,NA,4,NA,NA,5,5,NA,NA,4,4,4,0,"Female","30-44","$0 - $24,999","Bachelor degree","East North Central"
"322",3308538396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,3,5,NA,NA,NA,NA,NA,NA,6,"Female","18-29","$25,000 - $49,999","Some college or Associate degree","East North Central"
"323",3308538031,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,3,NA,NA,5,NA,3,5,3,NA,NA,NA,NA,3,NA,4,NA,4,NA,3,NA,3,NA,1,NA,27,"Female","45-60","$100,000 - $149,999","Some college or Associate degree","South Atlantic"
"324",3308537670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Female","> 60","$25,000 - $49,999","Bachelor degree","West North Central"
"325",3308537493,NA,4,NA,5,NA,4,NA,3,3,4,NA,NA,2,5,5,NA,5,NA,NA,5,NA,3,4,3,NA,4,3,2,4,NA,4,NA,4,1,4,3,3,NA,2,3,24,"Female","18-29","$100,000 - $149,999","High school degree","Middle Atlantic"
"326",3308536839,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,2,NA,5,NA,NA,5,NA,5,4,4,NA,4,3,3,4,4,4,NA,5,4,5,3,5,3,4,4,15,"Female","> 60","","Bachelor degree",""
"327",3308536628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Male","30-44","$50,000 - $99,999","High school degree","South Atlantic"
"328",3308535634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female","45-60","$50,000 - $99,999","Bachelor degree","South Atlantic"
"329",3308535073,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,NA,NA,4,NA,2,4,4,NA,5,NA,NA,3,4,4,NA,3,4,4,3,NA,4,4,3,18,"Female","30-44","$25,000 - $49,999","Some college or Associate degree","Pacific"
"330",3308534869,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,NA,4,NA,NA,5,NA,3,4,3,NA,NA,NA,NA,NA,3,4,NA,3,NA,NA,NA,3,3,NA,3,27,"Female","> 60","$25,000 - $49,999","Bachelor degree","West South Central"
"331",3308534864,4,4,3,4,3,4,2,3,3,3,3,3,2,5,3,NA,5,3,4,5,NA,5,5,3,NA,5,3,5,5,3,3,3,5,5,4,4,4,4,4,2,42,"Male","30-44","$50,000 - $99,999","Graduate degree","East North Central"
"332",3308532538,NA,NA,NA,5,NA,2,NA,NA,NA,3,NA,NA,2,5,3,NA,5,NA,NA,4,NA,5,3,NA,NA,NA,NA,NA,4,NA,3,NA,4,4,5,NA,4,5,4,3,15,"Female","30-44","","Bachelor degree","Mountain"
"333",3308532302,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,4,NA,NA,NA,NA,NA,NA,NA,5,NA,3,5,3,NA,NA,NA,NA,NA,15,"Male","> 60","$50,000 - $99,999","Bachelor degree","Pacific"
"334",3308532157,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,5,5,NA,4,NA,NA,5,NA,3,3,NA,NA,NA,NA,NA,4,3,4,NA,3,3,3,NA,4,NA,NA,4,24,"Female","> 60","$100,000 - $149,999","Graduate degree","West South Central"
"335",3308531198,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,NA,3,2,2,NA,2,3,NA,NA,NA,3,5,NA,NA,NA,3,NA,3,NA,2,NA,3,3,4,NA,3,1,NA,3,36,"Male","30-44","$0 - $24,999","Graduate degree","West North Central"
"336",3308531059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,NA,3,5,NA,3,4,NA,NA,NA,NA,3,4,NA,4,NA,5,5,5,3,4,4,3,NA,27,"Male","45-60","$50,000 - $99,999","Graduate degree","Pacific"
"337",3308531017,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,3,4,4,NA,3,NA,NA,4,NA,4,4,NA,NA,NA,NA,3,4,NA,5,NA,3,3,NA,NA,NA,NA,NA,NA,21,"Female","> 60","$150,000+","Graduate degree","South Atlantic"
"338",3308530973,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,2,3,NA,NA,NA,NA,NA,NA,5,NA,3,4,NA,NA,NA,NA,NA,4,NA,5,NA,3,1,3,NA,NA,NA,3,NA,21,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","West South Central"
"339",3308530868,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,5,NA,4,4,NA,5,4,NA,NA,NA,4,5,4,NA,4,2,5,5,5,4,3,5,5,NA,9,"Female","45-60","$100,000 - $149,999","Graduate degree","West North Central"
"340",3308530594,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,4,3,5,NA,3,2,NA,NA,NA,NA,NA,3,21,"Female","> 60","","High school degree","South Atlantic"
"341",3308530336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,3,9,"Female","45-60","$100,000 - $149,999","Bachelor degree","East North Central"
"342",3308529442,NA,3,4,4,NA,NA,NA,3,NA,4,NA,NA,4,4,4,NA,3,NA,NA,3,NA,3,3,3,NA,3,2,NA,3,5,4,NA,3,2,3,NA,NA,NA,4,4,33,"Female","> 60","","Graduate degree","New England"
"343",3308529072,NA,NA,3,NA,NA,4,NA,4,NA,4,5,4,2,4,4,NA,5,NA,4,5,NA,3,4,NA,NA,NA,NA,NA,NA,NA,5,NA,4,4,3,NA,4,4,5,4,9,"Female","> 60","","Bachelor degree","West North Central"
"344",3308528776,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,3,NA,NA,5,NA,2,4,NA,NA,NA,2,NA,3,NA,4,NA,2,3,2,NA,3,NA,NA,3,18,"Female","30-44","$25,000 - $49,999","Bachelor degree","West North Central"
"345",3308523787,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,NA,4,4,NA,4,3,NA,NA,NA,NA,3,NA,4,5,NA,4,5,5,4,NA,NA,NA,NA,12,"Male","30-44","$100,000 - $149,999","Graduate degree","New England"
"346",3308522464,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,4,NA,NA,5,NA,NA,5,NA,5,4,NA,NA,NA,NA,4,4,NA,3,NA,5,4,5,NA,NA,4,4,NA,6,"Female","18-29","","Some college or Associate degree","New England"
"347",3308522397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,3,NA,NA,5,NA,4,4,NA,NA,NA,NA,NA,4,NA,4,NA,4,1,2,NA,2,NA,NA,1,6,"Female","30-44","$25,000 - $49,999","Some college or Associate degree","Mountain"
"348",3308521884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,NA,NA,NA,4,NA,4,3,NA,NA,3,NA,NA,3,NA,3,3,4,NA,4,NA,3,NA,NA,3,27,"Female","18-29","$0 - $24,999","Some college or Associate degree","Middle Atlantic"
"349",3308521861,NA,4,NA,5,NA,4,NA,NA,NA,NA,NA,NA,4,5,4,NA,5,NA,NA,5,NA,3,5,3,NA,NA,3,NA,5,4,5,NA,5,4,5,NA,NA,NA,NA,NA,9,"Female","45-60","$50,000 - $99,999","Bachelor degree","West South Central"
"350",3308520047,NA,NA,3,3,NA,3,NA,NA,NA,3,NA,NA,3,3,3,NA,3,3,2,5,NA,5,4,3,NA,NA,2,3,5,3,3,NA,5,4,4,3,4,NA,5,3,45,"Male","30-44","$50,000 - $99,999","Bachelor degree","New England"
"351",3308519774,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,NA,3,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,3,27,"Male","> 60","$100,000 - $149,999","Graduate degree","Middle Atlantic"
"352",3308518535,NA,3,4,3,NA,3,NA,3,3,3,3,2,3,3,4,NA,4,3,2,4,NA,3,4,3,NA,3,3,3,4,3,5,NA,4,2,3,2,3,2,3,3,60,"Male","30-44","","Bachelor degree","Middle Atlantic"
"353",3308517972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,NA,NA,NA,NA,5,NA,5,4,4,NA,NA,3,NA,5,4,5,NA,3,NA,4,NA,4,NA,4,3,12,"Female","> 60","","Some college or Associate degree","New England"
"354",3308517928,NA,4,3,3,NA,3,NA,3,3,3,NA,3,4,3,4,NA,4,NA,NA,5,NA,2,4,3,NA,3,NA,2,3,3,5,NA,4,4,4,NA,4,NA,4,4,36,"Female","45-60","$150,000+","Bachelor degree","Pacific"
"355",3308517266,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,4,NA,3,1,3,NA,NA,NA,NA,NA,18,"Male","30-44","$100,000 - $149,999","Bachelor degree","West North Central"
"356",3308516573,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,3,5,3,NA,5,5,4,5,NA,5,5,NA,NA,NA,NA,5,NA,NA,3,NA,5,5,5,NA,4,NA,4,3,12,"Female","45-60","","Graduate degree","South Atlantic"
"357",3308515824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,2,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,2,NA,NA,NA,NA,NA,3,12,"Female","> 60","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic"
"358",3308515754,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,4,5,4,NA,4,NA,NA,5,NA,4,4,4,NA,NA,3,4,3,NA,4,NA,5,5,4,4,NA,4,3,4,12,"Female","> 60","$50,000 - $99,999","Bachelor degree","South Atlantic"
"359",3308515696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,NA,NA,NA,NA,NA,NA,3,15,"Female","45-60","$25,000 - $49,999","Bachelor degree","Middle Atlantic"
"360",3308514652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"361",3308514506,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,4,NA,5,NA,4,4,4,NA,4,4,NA,NA,0,"Female","45-60","","Some college or Associate degree","Middle Atlantic"
"362",3308513723,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,3,NA,NA,3,NA,NA,5,NA,3,4,NA,NA,NA,NA,NA,3,NA,5,NA,4,NA,NA,NA,NA,NA,NA,3,18,"Female","30-44","$25,000 - $49,999","Bachelor degree","South Atlantic"
"363",3308513693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,NA,5,NA,4,5,NA,4,5,NA,NA,NA,NA,3,3,4,3,NA,3,4,3,NA,2,4,3,NA,18,"Female","30-44","$150,000+","Graduate degree","Pacific"
"364",3308513616,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,3,NA,5,NA,3,3,NA,NA,NA,NA,NA,3,30,"Male","45-60","$0 - $24,999","Bachelor degree","East North Central"
"365",3308511506,NA,3,3,4,NA,NA,NA,3,NA,NA,NA,NA,4,3,4,NA,4,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,3,4,5,NA,3,3,4,3,NA,NA,NA,4,24,"Female","45-60","$100,000 - $149,999","Bachelor degree","East North Central"
"366",3308511162,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,4,NA,2,4,NA,3,NA,NA,NA,4,NA,3,NA,5,4,4,4,NA,3,5,NA,18,"Male","18-29","$50,000 - $99,999","Graduate degree","East North Central"
"367",3308510652,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,3,4,4,1,NA,4,3,NA,4,4,2,3,4,3,4,4,3,4,3,3,3,4,NA,3,NA,3,3,4,4,36,"Male","45-60","$0 - $24,999","Some college or Associate degree","Mountain"
"368",3308509796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,5,9,"Female","> 60","$50,000 - $99,999","High school degree","South Atlantic"
"369",3308508238,NA,3,2,NA,3,NA,5,3,3,NA,2,NA,1,4,2,NA,4,NA,NA,3,NA,3,3,3,NA,4,2,3,4,3,3,NA,3,4,5,5,4,4,5,2,36,"Female","45-60","","Graduate degree","East North Central"
"370",3308507779,5,1,2,2,2,5,1,1,5,3,5,2,2,2,3,2,1,2,1,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,2,1,NA,NA,NA,NA,1,NA,9,"Female","18-29","","High school degree","West South Central"
"371",3308506192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male","18-29","$50,000 - $99,999","High school degree","West North Central"
"372",3308506179,NA,5,2,4,3,5,NA,4,NA,NA,NA,NA,2,5,2,NA,5,NA,4,5,NA,5,5,NA,NA,NA,2,NA,5,NA,4,NA,5,5,5,5,5,NA,5,3,6,"Female","30-44","$0 - $24,999","Bachelor degree","Mountain"
"373",3308505476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,2,NA,4,NA,5,4,4,NA,3,NA,2,4,3,"","","","",""
"374",3308505262,NA,3,3,4,NA,3,NA,NA,3,3,NA,NA,4,4,4,NA,3,3,NA,4,NA,3,5,NA,1,3,NA,NA,3,NA,5,NA,4,3,3,NA,4,NA,3,5,39,"Male","30-44","$100,000 - $149,999","Some college or Associate degree","East North Central"
"375",3308504722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,4,NA,NA,3,NA,2,5,NA,NA,NA,2,2,NA,NA,4,NA,3,2,3,NA,NA,NA,3,NA,15,"Male","30-44","$25,000 - $49,999","Bachelor degree","West North Central"
"376",3308503470,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,2,NA,NA,3,NA,NA,3,NA,3,5,NA,NA,NA,NA,4,NA,3,4,NA,4,3,3,NA,NA,NA,NA,4,21,"Male","18-29","$50,000 - $99,999","Less than high school degree","Mountain"
"377",3308502458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,NA,3,NA,NA,4,NA,3,4,NA,NA,NA,NA,2,4,NA,5,NA,5,2,3,NA,3,NA,2,3,18,"Female","> 60","$50,000 - $99,999","Graduate degree","East North Central"
"378",3308502264,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,2,NA,NA,4,NA,4,4,4,NA,NA,3,NA,3,NA,4,NA,4,2,3,NA,NA,NA,NA,4,12,"Male","45-60","$25,000 - $49,999","Some college or Associate degree","East North Central"
"379",3308501552,2,NA,3,4,NA,3,2,3,2,3,NA,2,2,5,2,NA,3,3,3,4,NA,2,3,3,3,3,3,2,4,4,4,3,2,4,2,3,4,3,2,2,45,"Female","45-60","$50,000 - $99,999","Graduate degree","West South Central"
"380",3308501248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,NA,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,15,"Male","45-60","$50,000 - $99,999","Graduate degree","West North Central"
"381",3308501229,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,4,3,4,2,NA,4,NA,4,5,NA,2,5,NA,NA,NA,NA,3,5,NA,3,NA,5,5,5,4,3,NA,5,3,21,"Female","45-60","","Graduate degree","Middle Atlantic"
"382",3308501154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,NA,4,NA,5,4,NA,4,4,NA,NA,NA,NA,3,NA,NA,3,NA,5,5,5,NA,NA,4,4,5,6,"Male","18-29","","Bachelor degree","West South Central"
"383",3308500976,NA,3,3,3,NA,3,NA,NA,NA,3,NA,NA,2,3,3,1,4,NA,NA,5,NA,4,5,3,NA,3,2,3,4,3,4,3,4,5,5,3,3,3,4,2,45,"Male","30-44","$50,000 - $99,999","Graduate degree","Middle Atlantic"
"384",3308500092,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,4,3,NA,5,NA,NA,4,NA,1,5,NA,NA,3,1,2,4,3,3,NA,5,1,NA,2,NA,NA,2,3,24,"Female","45-60","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
"385",3308500016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,2,NA,3,3,2,NA,4,3,3,2,3,NA,2,3,21,"","","","",""
"386",3308499920,NA,3,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,3,NA,5,3,NA,5,NA,3,4,NA,NA,NA,NA,NA,3,NA,4,NA,3,4,NA,4,4,NA,3,NA,30,"Male","30-44","$0 - $24,999","Less than high school degree","South Atlantic"
"387",3308499516,NA,NA,1,4,NA,NA,NA,4,NA,NA,NA,NA,1,NA,1,NA,3,NA,5,5,NA,NA,5,NA,NA,NA,2,2,4,NA,5,NA,3,5,4,NA,4,NA,1,NA,6,"Male","30-44","$0 - $24,999","Graduate degree","Pacific"
"388",3308499253,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,5,NA,5,NA,NA,4,NA,5,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,5,4,NA,5,NA,NA,4,3,"Female","45-60","$100,000 - $149,999","Graduate degree","Pacific"
"389",3308499214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,3,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"Male","> 60","$50,000 - $99,999","High school degree","Pacific"
"390",3308499030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,5,NA,NA,5,NA,3,3,NA,NA,NA,NA,NA,NA,3,5,NA,3,4,3,3,NA,NA,3,4,21,"Female","> 60","","Some college or Associate degree","South Atlantic"
"391",3308498447,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,5,4,NA,4,NA,NA,5,NA,3,3,3,NA,3,4,3,4,3,4,NA,4,3,4,NA,3,NA,4,3,27,"Female","> 60","","Graduate degree","New England"
"392",3308498332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,NA,NA,4,NA,4,3,NA,NA,NA,4,4,NA,NA,3,NA,4,4,4,NA,NA,NA,NA,4,18,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","East North Central"
"393",3308498269,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,4,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,4,NA,4,NA,3,3,NA,NA,3,NA,3,3,27,"Female","30-44","","Some college or Associate degree","South Atlantic"
"394",3308497972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,0,"Female","45-60","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
"395",3308497814,NA,3,4,4,NA,3,NA,NA,3,3,NA,3,2,4,5,NA,3,NA,NA,3,NA,4,4,3,NA,NA,NA,4,3,4,4,NA,4,2,4,NA,NA,NA,3,3,33,"Male","> 60","$50,000 - $99,999","Bachelor degree","South Atlantic"
"396",3308497594,NA,2,NA,NA,3,2,NA,2,NA,NA,3,2,2,2,3,NA,4,NA,NA,5,NA,5,5,NA,NA,NA,3,2,NA,NA,5,NA,4,1,2,NA,2,NA,2,3,15,"Female","30-44","$50,000 - $99,999","Bachelor degree","Pacific"
"397",3308497447,NA,3,NA,NA,NA,NA,NA,NA,3,4,NA,NA,2,5,4,NA,4,4,4,5,NA,4,5,NA,NA,4,3,3,4,NA,4,NA,4,5,4,3,4,3,4,3,21,"Female","30-44","$100,000 - $149,999","Graduate degree","Middle Atlantic"
